ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
7,Dallas,Dallas Open,03/02/2025,ATP500,Indoor,Hard,1st Round,3,Davidovich Fokina A.,Holt B.,59,179,940,324,6,1,7,5,,,,,,,2,0,Completed,1.4,3,1.43,3.03,1.45,3.07,1.4,2.9
7,Dallas,Dallas Open,03/02/2025,ATP500,Indoor,Hard,1st Round,3,Arnaldi M.,Eubanks C.,39,104,1265,567,6,3,6,4,,,,,,,2,0,Completed,1.8,2,1.79,2.12,1.85,2.12,1.79,2
7,Dallas,Dallas Open,03/02/2025,ATP500,Indoor,Hard,1st Round,3,Hijikata R.,Mannarino A.,73,107,759,561,7,5,6,3,,,,,,,2,0,Completed,1.73,2.1,1.76,2.17,1.8,2.36,1.71,2.13
7,Dallas,Dallas Open,04/02/2025,ATP500,Indoor,Hard,1st Round,3,Tiafoe F.,Daniel T.,18,117,2560,519,6,1,3,6,6,4,,,,,2,1,Completed,1.17,5,1.19,5.28,1.26,5.28,1.19,4.73
7,Dallas,Dallas Open,04/02/2025,ATP500,Indoor,Hard,1st Round,3,Quinn E.,Svajda T.,199,669,307,43,6,4,6,2,,,,,,,2,0,Completed,1.2,4.5,1.24,4.53,1.25,4.53,1.21,4.25
7,Dallas,Dallas Open,04/02/2025,ATP500,Indoor,Hard,1st Round,3,Paul T.,Brooksby J.,9,1093,3495,10,6,7,6,3,6,4,,,,,2,1,Completed,1.05,11,1.09,9.59,1.09,11.3,1.06,9.08
7,Dallas,Dallas Open,04/02/2025,ATP500,Indoor,Hard,1st Round,3,Norrie C.,Michelsen A.,63,36,892,1370,2,6,7,6,6,1,,,,,2,1,Completed,2.75,1.44,2.66,1.56,2.75,1.56,2.57,1.5
7,Dallas,Dallas Open,05/02/2025,ATP500,Indoor,Hard,1st Round,3,Shelton B.,Vukic A.,13,66,2980,868,6,3,6,3,,,,,,,2,0,Completed,1.2,4.5,1.23,4.68,1.23,4.68,1.22,4.22
7,Dallas,Dallas Open,05/02/2025,ATP500,Indoor,Hard,1st Round,3,Ruud C.,Duckworth J.,5,86,4160,665,7,5,4,6,6,2,,,,,2,1,Completed,,,,,1.1,6.75,1.1,6.75
7,Dallas,Dallas Open,05/02/2025,ATP500,Indoor,Hard,1st Round,3,Munar J.,Bu Y.,64,68,882,830,7,5,6,2,,,,,,,2,0,Completed,2.5,1.53,2.37,1.65,2.6,1.65,2.4,1.56
