ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
20,Houston,U.S. Men's Clay Court Championships,31/03/2025,ATP250,Outdoor,Clay,1st Round,3,Garin C.,Ritschard A.,133,125,439,466,6,3,6,4,,,,,,,2,0,Completed,1.44,2.75,1.55,2.6,1.56,2.75,1.48,2.6
20,Houston,U.S. Men's Clay Court Championships,31/03/2025,ATP250,Outdoor,Clay,1st Round,3,Brooksby J.,Daniel T.,507,124,77,478,6,4,6,4,,,,,,,2,0,Completed,1.33,3.4,1.37,3.34,1.37,3.4,1.33,3.22
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Michelsen A.,Tien L.,34,69,1445,865,6,4,6,2,,,,,,,2,0,Completed,2,1.8,1.97,1.92,2.02,2.08,1.93,1.85
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Denolly C.,Holt B.,328,115,159,533,7,6,7,6,,,,,,,2,0,Completed,3.2,1.36,3.3,1.38,3.5,1.38,3.19,1.35
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Kovacevic A.,Etcheverry T.,79,44,780,1260,6,3,6,4,,,,,,,2,0,Completed,3.2,1.36,3.47,1.35,3.47,1.4,3.1,1.36
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Mannarino A.,Hanfmann Y.,144,123,409,479,7,6,6,3,,,,,,,2,0,Completed,2.75,1.44,,,2.75,1.49,2.64,1.48
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,McDonald M.,Galan D.E.,100,114,592,538,6,2,6,7,6,4,,,,,2,1,Completed,2.3,1.62,2.34,1.66,2.34,1.7,2.24,1.63
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Walton A.,Mmoh M.,85,282,746,186,6,3,7,6,,,,,,,2,0,Completed,2.2,1.67,2.28,1.69,2.29,1.71,2.18,1.67
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Smith C.,Duckworth J.,200,89,284,698,6,2,6,2,,,,,,,2,0,Completed,1.33,3.4,1.36,3.43,1.36,3.75,1.32,3.34
20,Houston,U.S. Men's Clay Court Championships,01/04/2025,ATP250,Outdoor,Clay,1st Round,3,Quinn E.,Thompson J.,130,35,456,1415,4,6,6,4,6,3,,,,,2,1,Completed,2.5,1.53,2.44,1.61,2.63,1.62,2.39,1.56
20,Houston,U.S. Men's Clay Court Championships,02/04/2025,ATP250,Outdoor,Clay,1st Round,3,Eubanks C.,Hijikata R.,117,82,515,769,6,2,4,6,6,3,,,,,2,1,Completed,2,1.8,1.94,1.94,2.17,2.01,1.97,1.83
20,Houston,U.S. Men's Clay Court Championships,02/04/2025,ATP250,Outdoor,Clay,1st Round,3,Nishikori K.,Krueger M.,66,141,873,416,6,4,6,2,,,,,,,2,0,Completed,1.25,4,1.26,4.22,1.27,4.22,1.24,3.9
20,Houston,U.S. Men's Clay Court Championships,02/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Brooksby J.,Tabilo A.,507,32,77,1575,3,6,6,4,7,6,,,,,2,1,Completed,2.1,1.73,2.14,1.8,2.28,1.8,2.09,1.72
20,Houston,U.S. Men's Clay Court Championships,02/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Smith C.,Quinn E.,200,130,284,456,6,3,6,4,,,,,,,2,0,Completed,1.5,2.63,1.56,2.65,1.59,2.65,1.52,2.49
20,Houston,U.S. Men's Clay Court Championships,03/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Paul T.,Garin C.,13,133,3070,439,2,6,6,2,7,6,,,,,2,1,Completed,1.36,3.2,1.37,3.39,1.4,3.39,1.35,3.14
20,Houston,U.S. Men's Clay Court Championships,03/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Kovacevic A.,Denolly C.,79,328,780,159,6,3,6,3,,,,,,,2,0,Completed,1.17,5,1.23,4.74,1.23,5,1.19,4.65
20,Houston,U.S. Men's Clay Court Championships,03/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Nakashima B.,McDonald M.,33,100,1570,592,6,1,7,5,,,,,,,2,0,Completed,1.44,2.75,1.47,2.91,1.47,2.91,1.43,2.78
20,Houston,U.S. Men's Clay Court Championships,03/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Eubanks C.,Nishikori K.,117,66,515,873,6,1,,,,,,,,,1,0,Retired,4.5,1.2,4.35,1.26,4.5,1.27,4.18,1.22
20,Houston,U.S. Men's Clay Court Championships,04/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Tiafoe F.,Walton A.,17,85,2525,746,7,5,6,3,,,,,,,2,0,Completed,1.25,4,1.31,3.86,1.33,4.01,1.28,3.64
20,Houston,U.S. Men's Clay Court Championships,04/04/2025,ATP250,Outdoor,Clay,2nd Round,3,Michelsen A.,Mannarino A.,34,144,1445,409,6,7,6,4,6,2,,,,,2,1,Completed,1.11,6.5,1.14,6.55,1.15,6.77,1.12,6.01
20,Houston,U.S. Men's Clay Court Championships,04/04/2025,ATP250,Outdoor,Clay,Quarterfinals,3,Brooksby J.,Kovacevic A.,507,79,77,780,2,6,6,3,6,4,,,,,2,1,Completed,1.73,2.1,1.74,2.22,1.82,2.22,1.73,2.09
20,Houston,U.S. Men's Clay Court Championships,04/04/2025,ATP250,Outdoor,Clay,Quarterfinals,3,Paul T.,Smith C.,13,200,3070,284,6,1,7,6,,,,,,,2,0,Completed,1.36,3.2,1.4,3.25,1.41,3.25,1.37,3.08
20,Houston,U.S. Men's Clay Court Championships,04/04/2025,ATP250,Outdoor,Clay,Quarterfinals,3,Nakashima B.,Eubanks C.,33,117,1570,515,6,4,6,4,,,,,,,2,0,Completed,1.17,5,1.25,3.69,1.25,5,1.19,4.47
20,Houston,U.S. Men's Clay Court Championships,05/04/2025,ATP250,Outdoor,Clay,Quarterfinals,3,Tiafoe F.,Michelsen A.,17,34,2525,1445,7,5,6,1,,,,,,,2,0,Completed,1.5,2.63,1.53,2.68,1.53,2.68,1.5,2.59
20,Houston,U.S. Men's Clay Court Championships,05/04/2025,ATP250,Outdoor,Clay,Semifinals,3,Brooksby J.,Paul T.,507,13,77,3070,7,6,3,6,7,6,,,,,2,1,Completed,4,1.25,4.11,1.28,4.11,1.28,3.82,1.26
20,Houston,U.S. Men's Clay Court Championships,06/04/2025,ATP250,Outdoor,Clay,Semifinals,3,Tiafoe F.,Nakashima B.,17,33,2525,1570,6,4,7,6,,,,,,,2,0,Completed,1.73,2.1,1.84,2.08,1.84,2.12,1.78,2.05
20,Houston,U.S. Men's Clay Court Championships,06/04/2025,ATP250,Outdoor,Clay,The Final,3,Brooksby J.,Tiafoe F.,507,17,77,2525,6,4,6,2,,,,,,,2,0,Completed,2.75,1.44,2.76,1.51,2.76,1.51,2.65,1.48
